axiom,label
DisjointClasses(<http://dbpedia.org/ontology/Skater> <http://dbpedia.org/ontology/TennisLeague>),1
DisjointClasses(<http://dbpedia.org/ontology/ClubMoss> <http://dbpedia.org/ontology/TelevisionSeason>),1
DisjointClasses(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://dbpedia.org/ontology/Regency>),1
DisjointClasses(<http://dbpedia.org/ontology/TelevisionEpisode> <http://dbpedia.org/ontology/Novel>),1
DisjointClasses(<http://dbpedia.org/ontology/Ambassador> <http://dbpedia.org/ontology/Religious>),1
DisjointClasses(<http://dbpedia.org/ontology/Single> <http://dbpedia.org/ontology/Magazine>),1
DisjointClasses(<http://dbpedia.org/ontology/ProtectedArea> <http://dbpedia.org/ontology/Mosque>),1
DisjointClasses(<http://dbpedia.org/ontology/VideogamesLeague> <http://dbpedia.org/ontology/Agent>),0
DisjointClasses(<http://dbpedia.org/ontology/GovernmentAgency> <http://www.w3.org/2002/07/owl#Thing>),0.514040115
DisjointClasses(<http://dbpedia.org/ontology/Prefecture> <http://dbpedia.org/ontology/Place>),0.396341463
DisjointClasses(<http://dbpedia.org/ontology/OfficeHolder> <http://dbpedia.org/ontology/Agent>),0.001898666
DisjointClasses(<http://dbpedia.org/ontology/Singer> <http://dbpedia.org/ontology/Attack>),1
DisjointClasses(<http://dbpedia.org/ontology/Diocese> <http://dbpedia.org/ontology/PopulatedPlace>),0.209063595
DisjointClasses(<http://dbpedia.org/ontology/MilitaryPerson> <http://dbpedia.org/ontology/AmericanFootballCoach>),1
DisjointClasses(<http://dbpedia.org/ontology/Windmill> <http://dbpedia.org/ontology/Name>),1
DisjointClasses(<http://dbpedia.org/ontology/University> <http://www.w3.org/2002/07/owl#Thing>),0.596270416
DisjointClasses(<http://dbpedia.org/ontology/Locomotive> <http://dbpedia.org/ontology/MeanOfTransportation>),0.599663016
DisjointClasses(<http://dbpedia.org/ontology/RoadJunction> <http://dbpedia.org/ontology/Sculpture>),1
DisjointClasses(<http://dbpedia.org/ontology/Dog> <http://dbpedia.org/ontology/Infrastructure>),1
DisjointClasses(<http://dbpedia.org/ontology/Photographer> <http://dbpedia.org/ontology/Artist>),0.236660929
DisjointClasses(<http://dbpedia.org/ontology/Magazine> <http://dbpedia.org/ontology/HollywoodCartoon>),1
DisjointClasses(<http://dbpedia.org/ontology/Hotel> <http://dbpedia.org/ontology/Building>),0.40034662
DisjointClasses(<http://dbpedia.org/ontology/Biologist> <http://dbpedia.org/ontology/Device>),1
DisjointClasses(<http://dbpedia.org/ontology/AdministrativeRegion> <http://dbpedia.org/ontology/Asteroid>),1
DisjointClasses(<http://dbpedia.org/ontology/AnatomicalStructure> <http://dbpedia.org/ontology/WorldHeritageSite>),0.999207607
DisjointClasses(<http://dbpedia.org/ontology/Magazine> <http://dbpedia.org/ontology/TennisLeague>),1
DisjointClasses(<http://dbpedia.org/ontology/Sport> <http://dbpedia.org/ontology/SoccerTournament>),0.999492128
DisjointClasses(<http://dbpedia.org/ontology/Building> <http://dbpedia.org/ontology/WrestlingEvent>),1
DisjointClasses(<http://dbpedia.org/ontology/Plant> <http://www.w3.org/2002/07/owl#Thing>),0.046906953
DisjointClasses(<http://dbpedia.org/ontology/Capital> <http://dbpedia.org/ontology/Settlement>),0.554894538
DisjointClasses(<http://dbpedia.org/ontology/President> <http://dbpedia.org/ontology/Colour>),0.999471179
DisjointClasses(<http://dbpedia.org/ontology/Place> <http://www.w3.org/2002/07/owl#Thing>),0.222239057
DisjointClasses(<http://dbpedia.org/ontology/MilitaryPerson> <http://dbpedia.org/ontology/Person>),0.045910254
DisjointClasses(<http://dbpedia.org/ontology/RaceHorse> <http://dbpedia.org/ontology/Species>),0.155694156
DisjointClasses(<http://dbpedia.org/ontology/CricketLeague> <http://dbpedia.org/ontology/Dam>),1
DisjointClasses(<http://dbpedia.org/ontology/Artwork> <http://dbpedia.org/ontology/Mollusca>),1
DisjointClasses(<http://dbpedia.org/ontology/Poet> <http://dbpedia.org/ontology/HandballTeam>),1
DisjointClasses(<http://dbpedia.org/ontology/Stadium> <http://dbpedia.org/ontology/Arena>),0.629840547
DisjointClasses(<http://dbpedia.org/ontology/Temple> <http://dbpedia.org/ontology/Building>),0.914113077
DisjointClasses(<http://dbpedia.org/ontology/List> <http://dbpedia.org/ontology/Senator>),0.629884251
DisjointClasses(<http://dbpedia.org/ontology/BroadcastNetwork> <http://dbpedia.org/ontology/Organisation>),0.432727273
DisjointClasses(<http://dbpedia.org/ontology/NationalFootballLeagueSeason> <http://dbpedia.org/ontology/FootballLeagueSeason>),0.000644122
DisjointClasses(<http://dbpedia.org/ontology/Newspaper> <http://www.w3.org/2002/07/owl#Thing>),0.673984169
DisjointClasses(<http://dbpedia.org/ontology/Host> <http://dbpedia.org/ontology/Moss>),1
DisjointClasses(<http://dbpedia.org/ontology/SpeedwayLeague> <http://dbpedia.org/ontology/SportsLeague>),0
DisjointClasses(<http://dbpedia.org/ontology/Skater> <http://www.w3.org/2002/07/owl#Thing>),0.160600809
DisjointClasses(<http://dbpedia.org/ontology/ShoppingMall> <http://dbpedia.org/ontology/Economist>),1
DisjointClasses(<http://dbpedia.org/ontology/RugbyLeague> <http://dbpedia.org/ontology/SportsLeague>),0.80952381
DisjointClasses(<http://dbpedia.org/ontology/Sound> <http://dbpedia.org/ontology/BasketballTeam>),0.999159311
